t,x1,x2,x3,u1,u2,sequence
0,0,0,0,0,0,0
0.001,0,0,0,0,0,0
0.002,0,0,0,0,0,0
0.003,0,0,0,0,0,0
0.004,0,0,-10,0,0,1
0.005,-0.0218260576519842,3.84949935007337,-8.92586606386814,-0.0137962336805185,-0.457887506053426,0
0.006,-0.182893136586009,3.04971921244283,-7.03030897177736,-0,-0,0
0.007,-0.193883010788404,5.1928014380763,-4.75373216815537,-0,-0,0
0.008,-0.196296182788168,6.06467010224957,-1.65233613666624,-0,-0,0
0.009,-0.177778974435721,5.58234184471285,1.55103681524121,-0,-0,1
0.01,-0.144946772257453,3.95617779057294,4.1697316767318,-0.280421788407937,-0.409638009894753,0
0.011,-2.79380818700504,-1.52671587546601,4.81677525000654,-0,-0,0
0.012,-2.5392537916988,-3.09050543067763,3.53898766043826,-0,-0,0
0.013,-2.30803533077594,-3.87775845068596,1.61674973856582,-0,-0,0
0.014,-2.09082284485142,-3.78377020757176,-0.492882266752792,-0,-0,1
0.015,-1.88633077465362,-2.89821891180616,-2.32957302892305,0.356484732633506,0.21772301123639,0
0.016,1.68965382268363,0.209508306099166,-3.05808448705701,0,0,0
0.017,1.52622608066571,1.35171242812353,-2.62430830745563,0,0,0
0.018,1.37664348234181,2.11521843137149,-1.66784174001084,0,0,0
0.019,1.24291889845885,2.36839316130596,-0.433664129548089,0,0,1
0.02,1.12513338269007,2.09852674239445,0.793959060995814,-0.219231300044294,-0.172807946219688,0
0.021,-1.06685519889221,0.0755790016428573,1.38425746992074,-0,-0,0
0.022,-0.965648316539482,-0.470175271489673,1.27353649225181,-0,-0,0
0.023,-0.874610349478821,-0.872923530013563,0.902272488093388,-0,-0,0
0.024,-0.792092272048728,-1.05884286534349,0.369814846946638,-0,-0,1
0.025,-0.716812015700486,-1.00586901355456,-0.198303284613711,0.115964070680801,0.0761721200401044,0
0.026,0.455183486853828,-0.157581774557753,-0.515243026451392,0,0,0
0.027,0.411891776514301,0.0700002070495687,-0.538462527706536,0,0,0
0.028,0.372597747458144,0.264529087365127,-0.445670806316763,0,0,0
0.029,0.337005210104747,0.387415029025311,-0.26581965475318,0,0,1
0.03,0.304863066829132,0.418346342964973,-0.0439984523433035,-0.0461444404058991,-0.0320214680428028,0
0.031,-0.163261977296678,0.111606291154461,0.100645173683308,-0,-0,0
0.032,-0.147713901304136,0.0522960445727312,0.145521862218736,-0,-0,0
0.033,-0.133653822765037,-0.0133506416812118,0.15598667621437,-0,-0,0
0.034,-0.12094219353324,-0.0709221531765065,0.132573933817641,-0,-0,1
