t,x1,x2,x3,u1,u2,sequence
0,0,0,0,0,0,0
0.001,0,0,0,0,0,0
0.002,0,0,0,0,0,0
0.003,0,0,0,0,0,0
0.004,0,0,-10,0,0,1
0.005,-0.0218260576519842,3.84949935007337,-8.92586606386814,0.389176284401032,-0.684267724774941,0
0.006,3.65944783734764,1.31912919091615,-7.51525740188487,0,0,0
0.007,3.28997752631678,3.98765257150409,-6.04644126493723,0,0,0
0.008,2.95052919272588,5.59199946852191,-3.4071191719683,0,0,0
0.009,2.65769868717913,5.87701782894833,-0.253237320271761,0,0,1
0.01,2.41259026481362,4.88885497850229,2.70271190271818,-0.697576035383683,-0.179759191665719,0
0.011,-4.44201430862714,1.56717763001332,4.46579924189838,-0,-0,0
0.012,-4.01639460040901,-0.425816981972053,4.77277337205688,-0,-0,0
0.013,-3.64097775342875,-2.17124202914885,4.05045635548388,-0,-0,0
0.014,-3.30503824931071,-3.32082101824433,2.53284133480053,-0,-0,1
0.015,-2.99685302710895,-3.67920104695577,0.602986445109642,0.425601747357697,0.172934845510403,0
0.016,1.33903206018116,-1.90092592868669,-0.926320410894203,0,0,0
0.017,1.21403282477733,-1.19252510291573,-1.77443602634155,0,0,0
0.018,1.1001757764957,-0.287787746653694,-2.17811955094454,0,0,0
0.019,0.995052080236737,0.605510238578991,-2.08727431837908,0,0,1
0.02,0.898321403853407,1.2987406855915,-1.56077218288632,-0.0414240702568716,-0.122700889448894,0
0.021,0.417144762009642,0.716059991853367,-1.00870097822352,-0,-0,0
0.022,0.37668600487237,0.972573282255704,-0.543104603466855,-0,-0,0
0.023,0.340532775400555,1.00238674242043,0.000405110809594593,-0,-0,0
0.024,0.308395505915755,0.817333783037117,0.500380178322259,-0,-0,1
0.025,0.279554782568877,0.473841239193691,0.854321803361507,-0.113633711439751,0.00852097288518875,0
0.026,-0.828096311570788,0.123423153448224,1.01729667313195,0,0,0
0.027,-0.749396298557745,-0.290337298253968,0.969762186256073,0,0,0
0.028,-0.67852819688218,-0.609630251944027,0.720818324766056,0,0,0
0.029,-0.6143835725234,-0.774410216123699,0.339236302344358,0,0,1
0.03,-0.556028352368124,-0.762120538912529,-0.0836275121603314,0.0982454547143122,0.0311147727352889,0
0.031,0.431966323499492,-0.34981433607373,-0.388043324763952,0,0,0
0.032,0.390986284513445,-0.13578539695539,-0.520824766306902,0,0,0
0.033,0.353790969269694,0.0899011846482256,-0.532579603689711,0,0,0
0.034,0.320018648690148,0.278471425183533,-0.43049727743375,0,0,1
