t,x1,x2,x3,u1,u2,sequence,xlb1,xub1,xlb2,xub2,xlb3,xub3,ulb1,uub1,ulb2,uub2
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,-10,0,0,1,0,0,0,0,-10,-10,0,0,0,0
0.005,-0.0218260576519843,3.84949935007338,-8.92586606386817,-0.110787035049519,-0.181210151012849,0,-0.0218260576519842,-0.0218260576519842,3.84949935007337,3.84949935007337,-8.92586606386814,-8.92586606386814,-0.187774635677151,0,-0.307135849174321,0
0.006,-1.11433532292161,5.17705060727153,-6.43602959024131,-0.135103707994433,-0.281167177485575,1,-1.84326923573897,-0.0653816435015011,4.20528908416205,6.57543914052667,-6.70665662633013,-6.0465906846501,-0.253990502229617,0,-0.490181425791837,0
0.007,-2.32174391033551,4.52794335756761,-3.76625978171542,-0.0777388622033516,-0.286686681544506,0,-3.59548391540456,-0.0928527115649383,2.56887184355026,7.69029161830916,-4.84664492084141,-2.116552812963,-0.18277964162097,0,-0.479465755967231,0
0.008,-2.85032563903899,2.92908480292205,-1.718783004582,-0.00382410853478362,-0.232910969605149,1,-4.01172259147321,-1.55318782930887,0.582160102851551,6.3905381698253,-3.98596559423798,0.754734564257513,-0.0856318914902663,0.0628717926271098,-0.427948919546493,-0
0.009,-2.61565710537775,1.25396218151509,-0.573282347690748,0.044943464074945,-0.15301238337053,1,-3.54225511878983,-1.58235663557507,-1.14495984714795,4.38872096780441,-4.00313058696928,2.42161602894171,-0,0.154088290661387,-0.350924803747387,0
0.01,-1.93775835462844,0.0640477131959466,-0.214961062814429,0.0609035190584094,-0.0757997395689684,0,-2.68217961039694,-1.29719602542127,-1.62657570761116,2.11611289449391,-3.88833317777388,3.51485362797207,0,0.160092168501446,-0.191918148766613,0
0.011,-1.17426794995995,-0.449202792077427,-0.322929754964317,0.0469775329111511,-0.024949587914202,1,-2.09529307562411,-0.346205345346675,-2.10732181739004,1.41653884581436,-3.28332020665606,2.86968807324474,0,0.134947327728486,-0.150592447606983,0.062755692488464
0.012,-0.617135253646211,-0.434689767758357,-0.566077232402849,0.0329573836941614,-0.000596418631865844,1,-1.54812793680171,0.405270333433326,-2.27924871333636,1.25573317276059,-3.02369285804054,2.16859965347987,-0.0102851077162094,0.107852066899137,-0.145185407963439,0.14519462152461
0.013,-0.246480544818938,-0.141832289298795,-0.72350677058685,0.0136849338554581,0.00204933076734914,1,-1.39313717311786,1.03547886261995,-2.11303068193805,1.27781256092772,-2.50367932806568,1.54353625876101,-0.0363617023850627,0.0743691874303565,-0.124010024030882,0.160057846790682
0.014,-0.0940961562974063,0.178030884300197,-0.712209803918708,-0.00425945758318306,-0.0171664194880171,1,-1.08623823826646,1.21153809140327,-1.17646919676047,1.38419838050633,-1.99841001011473,0.872086975784264,-0.0536310208393087,0.0384436412499805,-0.128428702461487,0.0878455354566444
0.015,-0.126489457334484,0.286754420457285,-0.583806375953285,-0.00741295788971976,-0.0200217581947968,0,-1.04661985584286,1.09621956926383,-0.917564300455468,1.45552303679244,-1.64759084322904,0.568996411654362,-0.0451370242951162,0.031153545317502,-0.118123949830984,0.06355431243818
