t,x1,x2,x3,u1,u2,sequence,xlb1,xub1,xlb2,xub2,xlb3,xub3,ulb1,uub1,ulb2,uub2
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.004,0,0,-10,0,0,1,0,0,0,0,-10,-10,0,0,0,0
0.005,-0.0218260576519843,3.84949935007338,-8.92586606386817,0,0,1,-0.0218260576519842,-0.0218260576519842,3.84949935007337,3.84949935007337,-8.92586606386814,-8.92586606386814,0,0,0,0
0.006,-0.0653816435015012,6.57543914052667,-6.0465906846501,-0.0306393291116003,-0.127949744158082,1,-0.0653816435015011,-0.0653816435015011,6.57543914052667,6.57543914052667,-6.0465906846501,-6.0465906846501,-0.0720925390861183,0,-0.301058221548428,0
0.007,-0.383000158403475,6.70471670304612,-2.39134418890959,-0.0877300589833721,-0.209889656609671,0,-0.775552586479143,-0.0928527115649383,5.37129181769024,7.69029161830916,-2.76312075636675,-2.116552812963,-0.204546975316202,0,-0.321156156267,0
0.008,-1.1855290087436,4.77215238863061,0.760143494165364,-0.0934553085544089,-0.22412044561967,1,-2.65597272303416,-0.0844522519028352,2.96986064395283,7.08691144894887,-0.475569459015083,1.94762945425998,-0.204546975316202,0,-0.321156156267,0
0.009,-1.95286872263212,1.87487251241823,2.5787274439388,-0.0554649541353244,-0.191264625041984,1,-4.34982924245437,-0.050891903345788,0.132722532298881,5.03046839853407,0.368275898091689,5.27424359400983,-0.204546975316202,0.0738856854881955,-0.321156156267,-0.0843558041263306
0.01,-2.2905060212628,-0.933499680154483,2.82677461724032,0.00549256331541047,-0.108940397222074,1,-4.24140714139332,-0.516272623087952,-2.45956836497975,0.490123647583154,-0.0742266097194459,6.72967896834749,-0.159068182214328,0.118471037272238,-0.269646496542401,0.0373628464522879
0.011,-2.02359961336302,-2.68615989585669,1.82293181479086,0.0650719195753641,-0.033990323084616,1,-4.14108694112115,-0.538550978264823,-4.49511355506246,-1.08678729593013,-1.5474557807468,5.98167416737915,-0.129674568887719,0.20425032254372,-0.22986824555859,0.137042710867799
0.012,-1.21488238617203,-3.15464381123211,0.212618500841292,0.0952927788425526,0.0257918339772766,0,-3.90016420606907,0.435593380370525,-5.79449685699031,-1.43290597544753,-3.2215825496334,4.51885360034119,-0.0236349379368269,0.20425032254372,-0.128069641728473,0.178869161401322
0.013,-0.190571746164724,-2.45846807462137,-1.33014250754135,0.0885170934175925,0.0473140258919416,0,-2.67745595504311,1.50522544655603,-4.6580855096254,-0.437492628494082,-5.11093687324332,2.91718939942061,-0.00476832195373388,0.207406566295261,-0.0665159986140273,0.198831744640613
0.014,0.673864841423161,-1.13065788089817,-2.31297748056845,0.0447933178376158,0.0449019226377925,1,-0.997181102310222,2.48048369300154,-3.10760351881387,0.456756991811894,-6.45200191092272,1.70009162858565,-0.0579039206542227,0.190705592436023,-0.0956801813028659,0.209669057543308
0.015,1.03693258793299,0.313579314100658,-2.53235247585029,0.00176464295562998,0.0173658309032648,1,-0.542548629339298,3.00291180713179,-1.16853403551379,1.56026499624516,-7.17521235357623,1.11158364306213,-0.102300872237711,0.177916521003514,-0.134976234831692,0.173437534631335
