t,x1,x2,x3,u1,u2,sequence,xlb1,xub1,xlb2,xub2,xlb3,xub3,ulb1,uub1,ulb2,uub2
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.001,0,0,0,4.19525721850247e-18,-3.22370794186708e-19,0,0,0,0,0,0,0,0,8.7401192052135e-18,-6.71605821222308e-19,0
0.002,3.99231508915963e-17,-2.48196960652635e-18,-6.92541023794177e-19,2.72223376730622e-18,3.80729263248731e-19,0,0,8.31732310241591e-17,-5.17077001359657e-18,0,-1.44279379957121e-18,0,0,8.7401192052135e-18,-6.71605821222308e-19,2.45835158297768e-18
0.003,6.20294401732671e-17,1.17359345768284e-18,-1.03850267245124e-18,1.36237872938061e-18,6.86819609859658e-19,1,0,8.84445162574836e-17,-5.17077001359657e-18,1.52652868686341e-17,-3.86752858195232e-18,1.41368594747357e-18,0,5.57947729929258e-18,-3.35802910611154e-19,3.18245212652522e-18
0.004,6.90913062386697e-17,6.64485735146934e-18,-10,1.06571989396284e-18,7.55360722255654e-19,1,0,9.11147442102638e-17,-4.41630654352621e-18,2.30043087200468e-17,-10,-10,0,2.93234618653685e-18,0,2.64166921146756e-18
0.005,-0.0218260576519841,3.84949935007338,-8.92586606386817,-0.107613932828179,-0.144622727329138,0,-0.0218260576519842,-0.0218260576519841,3.84949935007337,3.84949935007337,-8.92586606386814,-8.92586606386814,-0.199285057439883,0,-0.267819861647487,0
0.006,-1.08524121409906,5.45884814293774,-6.35739919991259,-0.104775509614432,-0.277760379822737,1,-1.95401044614844,-0.065381643501501,4.50767806305897,6.57543914052667,-6.62216200108845,-6.0465906846501,-0.316305512013059,0,-0.629755764871394,0
0.007,-2.00761166271915,4.75469440238963,-3.54801455291732,-0.0560420186838782,-0.298727753635859,0,-3.0948418124612,-0.0928527115649382,2.83646163808089,7.69029161830916,-4.58727389376928,-2.116552812963,-0.354815121859816,0.0580511502957215,-0.830507735952744,-0
0.008,-2.35931979774755,2.93908389395441,-1.43639308291162,0.0085441133778753,-0.195505393480749,1,-3.46509237358221,-1.64278066850634,0.692129087790357,6.47795765448196,-3.3474774163016,0.164356796902851,-0.158897637612069,0.124232540826709,-0.801425726000847,0
0.009,-2.05423405946103,1.44322425407455,-0.235406745629843,0.042400919520638,-0.124500979181247,1,-3.06471621687715,-1.38328541316151,-0.82170300065654,4.38111641299682,-2.18169289944049,3.08656049542064,-0,0.165022527010009,-0.528929731098748,0
0.01,-1.4549005134158,0.309361604777422,0.24281011838615,0.0494149286532378,-0.0614189777873068,1,-2.46426473340672,-0.603862093981313,-1.3774024805163,2.9604499473175,-1.63893718372484,2.48463030243671,-0,0.147346644832629,-0.300368371960447,0.0391275734009227
0.011,-0.847127060576624,-0.313518296021844,0.239325945023215,0.0329663411947338,-0.0154026028590966,0,-1.83231037142,0.136545153922046,-2.70997421347989,1.50701822005296,-1.19767408684686,3.27930918389209,0,0.118513253863619,-0.158953424049672,0.110932358702669
