t,x1,x2,x3,u1,u2,sequence
0,0,0,0,0,0,1
0.001,0,0,0,0,0,1
0.002,0,0,0,0,0,1
0.003,0,0,0,0,0,1
0.004,0,0,-10,0,0,1
0.005,-0.0218260576519842,3.84949935007337,-8.92586606386814,-0.233341519744594,-0.0484234434833735,1
0.006,-2.28454262315734,6.1960254654092,-6.15056237394667,-0.124511707004278,-0.522782585155402,1
0.007,-3.27863172169183,3.38566161063009,-3.52187180455123,0.0425588250331092,-0.352091172618406,1
0.008,-2.56947961088523,1.39971813126542,-2.21132506838684,0.0965840723080707,-0.178695949143594,1
0.009,-1.40807801519907,0.614062409031844,-1.65986706076302,0.056066932636046,-0.0720269120250234,1
0.01,-0.741573718794998,0.584000725437188,-1.33020941351527,0.0173628256085994,-0.0499669756442181,1
0.011,-0.506579028859095,0.603103303492253,-1.00340598654518,0.00274059975495148,-0.0505188014081414,1
0.012,-0.43283036130024,0.488887939064205,-0.703303592311603,0.0040495041577444,-0.0446750198951177,1
0.013,-0.353382690468709,0.325333661041651,-0.479846281848257,0.00677544886825895,-0.032148457468132,1
0.014,-0.255400850611337,0.202447722301361,-0.335070451910571,0.00632632013574294,-0.0205295353927123,1
0.015,-0.170949704842724,0.135994974153264,-0.242187726097874,0.00415280461412733,-0.01332348489372,1
0.016,-0.115191295106108,0.101545725256366,-0.176951265292394,0.00233012017875938,-0.00953199424056064,1
0.017,-0.0820711392971731,0.0775388290004739,-0.127761884073182,0.00143473745130186,-0.00722465886952789,1
0.018,-0.0606161873934216,0.056793328012022,-0.0908755604246999,0.00109230304712678,-0.00538250021871764,1
0.019,-0.0444574862552144,0.0398597262951173,-0.0643434536254622,0.00088542315482025,-0.00384244439310016,1
0.02,-0.0318030288087052,0.027693703918288,-0.0458008130534399,0.000669017562580809,-0.00267920691997548,1
0.021,-0.0224110996813766,0.0195897740076949,-0.0328205055414439,0.000466394890302668,-0.00188071765466591,1
0.022,-0.0158406163582999,0.0141314798675052,-0.0235621011058578,0.000316307670079367,-0.00134611010506007,1
0.023,-0.0113234014070327,0.0102318593456305,-0.0168728200690965,0.000220491278203194,-0.000973440037974738,1
0.024,-0.0081477321209751,0.00734560590402386,-0.0120469779934522,0.000159697130649291,-0.000701328708474072,1
0.025,-0.0058527286949145,0.00522892648293402,-0.00859487967620351,0.00011694180746851,-0.000500926634338234,1
0.026,-0.00418295753437085,0.00371661440688882,-0.00613907851689538,8.44618081255414e-05,-0.000356223419293015,1
0.027,-0.00298115548044394,0.00265190623960825,-0.00439069635913945,6.000944165273e-05,-0.000253763492028781,1
0.028,-0.00212640558334677,0.00189934372970893,-0.00314118706308574,4.24408802925328e-05,-0.000181477909436741,1
0.029,-0.00152017803383324,0.00136109034853979,-0.00224605782282649,3.02025883051924e-05,-0.00013002674588861,1
0.03,-0.00108810093435664,0.000973638682582663,-0.0016050822783937,2.16524277656592e-05,-9.30819569329912e-05,1
0.031,-0.000778505672747396,0.000695330916159901,-0.00114688926933036,1.5551292887034e-05,-6.65187076180462e-05,1
0.032,-0.00055643162108017,0.000496474430364539,-0.000819695728899489,1.11368771884216e-05,-4.74979546313281e-05,1
0.033,-0.000397499097954215,0.000354776232135419,-0.000585995451023138,7.94975740928478e-06,-3.39301341437898e-05,1
