t,x1,x2,x3,u1,u2,sequence
0,0,0,0,0,0,1
0.001,0,0,0,0,0,1
0.002,0,0,0,0,0,1
0.003,0,0,0,0,0,1
0.004,0,0,-10,0,0,1
0.005,-0.0218260576519842,3.84949935007337,-8.92586606386814,-0.237475797515714,-0.0424960463695334,1
0.006,-2.32405253517043,6.24154924675937,-6.13781911144533,-0.124540337586264,-0.52671119381029,1
0.007,-3.3146760692453,3.38753763969418,-3.49620514386142,0.0440060408159554,-0.353455324715494,1
0.008,-2.588228850653,1.38085814956354,-2.19040416526464,0.0981375776444468,-0.177452232716061,1
0.009,-1.41020426254743,0.600213022114912,-1.64793263467525,0.0565145246506229,-0.0712495828404207,1
0.01,-0.739211824089427,0.574103666680844,-1.32479695443538,0.0172686654070754,-0.0489340217326952,1
0.011,-0.505327360362157,0.600904105932649,-1.00129344041755,0.00254104648184474,-0.0502413128251652,1
0.012,-0.43359440881488,0.488418276354487,-0.701918886870696,0.00395182952361397,-0.0445997441401164,1
0.013,-0.355002652458065,0.324996953547168,-0.478682873077128,0.00679235825110285,-0.0321599038613697,1
0.014,-0.256705159232615,0.201636895812946,-0.334224602535792,0.00636610098164049,-0.0204847208750042,1
0.015,-0.17175095944212,0.135352959037274,-0.241741016030297,0.00417395953883519,-0.0132700194622039,1
0.016,-0.115714829622183,0.101261701544626,-0.176758002005569,0.00233332272937046,-0.00950380185545781,1
0.017,-0.0825143295013994,0.0774497923919479,-0.127670523501576,0.00143612909979176,-0.00721466699320933,1
0.018,-0.0610039458838973,0.0567624374300266,-0.0908169727339312,0.0010969687151179,-0.00538152924881215,1
0.019,-0.0447639390090816,0.0398194348681777,-0.0643044870563485,0.000933278487302508,-0.00409240809256145,1
0.02,-0.0316248581748802,0.0257213368457053,-0.0463231339334683,0.000719378952353572,-0.00257993388276984,1
0.021,-0.0217705963966777,0.0189465014075077,-0.0340574867828634,0.00045247546670556,-0.00185757731386775,1
0.022,-0.0153935429835027,0.0142611664275762,-0.0249374370029246,0.000273334739638616,-0.00136935693983112,1
0.023,-0.0113278398676978,0.0106880845082324,-0.0180856680470136,0.000196066254857628,-0.00103178535275706,1
0.024,-0.00838420179547457,0.00773537664108214,-0.0130272809540341,0.000153286888850085,-0.000755848682427082,1
0.025,-0.00612770758707135,0.00550443221204905,-0.00939255210170337,0.0001190009003846,-0.000541672678779891,1
0.026,-0.00441217995059613,0.00393467118347839,-0.0068011539471136,8.67397641904689e-05,-0.000386583971050633,1
0.027,-0.00316689052653891,0.00285086999695032,-0.00493808998640345,6.09183725706003e-05,-0.000278623383594522,1
0.028,-0.00228581822372185,0.00208093919080753,-0.00358392570723978,4.29103371446621e-05,-0.000202782646203616,1
0.029,-0.00165995443161773,0.00151560495854718,-0.00259641038710851,3.09949484602686e-05,-0.000147802783670449,1
0.03,-0.0012070363269649,0.0010976699731652,-0.00187890232335228,2.27590418801264e-05,-0.000107278473707968,1
0.031,-0.000875592482629003,0.000792597901775469,-0.0013599158143049,1.6676468187432e-05,-7.75558825034172e-05,1
0.032,-0.000633572188765201,0.000572834044825347,-0.000985024456263001,1.20924821680952e-05,-5.60340721193973e-05,1
0.033,-0.000458205125489929,0.000414978354448694,-0.000713807532597656,8.71037859111973e-06,-4.05558983050554e-05,1
