points,mean_quadratic_cost_to_ol,offline_computation_time,mean_online_computation_time
0,1,0.0011439,8.599e-06
0.1,1,0.000325,6.56652424814113e-06
0.2,1,0.0003309,1.0692111528822e-05
0.3,1,0.0002526,5.54260789061387e-06
0.4,1,0.0009327,1.15445664739884e-05
0.5,1,0.0001556,1.30426826904439e-05
0.6,1,0.0001041,1.09102495955627e-05
0.7,1,0.000103,1.09065989141028e-05
0.8,1,5.03e-05,3.13596610169491e-06
0.9,1,5.95e-05,4.00448039825764e-06
1,1,9.55e-05,1.227e-05
