t,x1,x2,x3,u1,u2,sequence,xlb1,xub1,xlb2,xub2,xlb3,xub3,ulb1,uub1,ulb2,uub2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0
0.004,0,0,-10,0,0,1,0,0,0,0,-10,-10,0,-0,0,0
0.005,-0.0218260576519843,3.84949935007338,-8.92586606386817,0.194588142200516,-0.34213386238747,0,-0.0218260576519842,-0.0218260576519842,3.84949935007337,3.84949935007337,-8.92586606386814,-8.92586606386814,0,0.389176284401032,-0.684267724774941,0
0.006,1.79703309692307,3.9472841657214,-6.78092404326747,0.00939991228756953,-0.198511871042598,0,-0.0653816435015011,3.65944783734764,1.31912919091615,6.57543914052667,-7.51525740188487,-6.0465906846501,0,0.0547808128833874,-0.807245335474336,0
0.007,1.69116580686509,4.31088943197588,-4.50785431126382,-0.0531913808785871,-0.181243366798524,0,-0.0928527115649383,3.81684923957109,1.47529686038558,7.69029161830916,-6.4608741593064,-2.116552812963,-0.346479822968522,0,-0.750792951562625,0
0.008,1.01048820303706,3.86233325313281,-2.26149117614739,-0.0839155282658311,-0.130013295309066,0,-3.38567562484177,3.26115848125495,1.30598084361952,7.08691144894887,-4.51695881419648,1.94762945425998,-0.347280691827552,0,-0.447970484274894,-0
0.009,0.111186637509551,3.0236325933947,-0.370708572933886,-0.0900731050754301,-0.0854908102319882,1,-3.06264281120655,2.65769868717913,0.882185033320156,5.87701782894833,-3.00003283514022,4.11769695029963,-0.569627304614834,0,-0.322835461735562,-0
0.01,-0.756527420763015,1.95406253599049,0.994258216993015,-0.0900984920665895,-0.0547379475059262,0,-5.19675372943692,2.41259026481362,-0.848063920919966,4.88885497850229,-1.67666564109752,4.1205349442187,-0.697576035383683,0.0391470847413219,-0.19265577905124,-0
0.011,-1.54109160884417,0.793706569922334,1.7454412710661,-0.0522062275350684,-0.033209723279823,0,-4.7089746910189,1.36920093722947,-2.30121389784115,3.17388801741348,-0.56572836678985,4.46579924189838,-0.291851299350713,0.0405268290769108,-0.138471479830806,0
0.012,-1.89172353149602,-0.275671150127878,1.88340827813904,-0.00201970036350703,0.000348070274895625,0,-4.29858788545308,0.631078554751226,-3.09066486022517,1.9984912198231,-0.269522501665186,4.77277337205688,-0.137574180270498,0.135249670158166,-0.0675990895875064,0.0321994761182561
0.013,-1.73261335253864,-0.943231053346408,1.54486252296487,0.0190317395335628,0.00888099086432594,1,-3.86576358267724,0.326786157088998,-2.83027734221511,0.739917662843582,-0.411680857455183,4.04837568470483,-0.0236135681950057,0.104383657671686,-0.0369449265464768,0.0615180766623904
0.014,-1.38846424277097,-1.29285947428625,0.927620779008337,0.0490066964477154,0.0199736544714468,0,-3.30503824931071,0.355475385553856,-3.32082101824433,0.183732223690378,-0.997585816931918,2.87550262004316,-0,0.178746694280555,0,0.108150881098831
0.015,-0.791108737420208,-1.25607888936494,0.225885735712797,0.0577446542689349,0.0235167392468018,1,-2.95010033932542,1.03322182567563,-3.24072475748151,0.103415608228312,-1.62564487202382,2.01436918202911,-0,0.214913721296742,-0.0082480116845373,0.119507360905586
0.016,-0.166620042894555,-0.929291158858494,-0.374499446878667,0.0390010425639408,0.0159524767804858,0,-1.93473979052667,1.49536851246696,-2.13691217930107,0.221371580526856,-2.05894246063729,1.24233732290116,0,0.152829027086808,0,0.0736538387971722
0.017,0.220368116164531,-0.490096157268701,-0.763562652542823,0.042127635016304,0.00487664781441599,0,-1.21922698291042,1.78749102891651,-1.69542650835817,0.78123537061118,-2.31673830136859,0.429245294638439,0,0.160468247751045,-0.0239248456474742,0.0630326977532542
0.018,0.600194438967682,-0.0673581939259743,-0.915473755723946,0.0128981579534191,-0.00275071507374885,0,-0.681868579427479,1.84746931241554,-1.16176532367403,1.11194514232209,-2.08564068511792,0.11171284253753,-0.0286411731036625,0.073659055725698,-0.0389818966605615,0.0215235986794002
0.019,0.665527554294254,0.277191924320947,-0.856525417851725,0.00367306981174681,-0.00847726722976353,0,-0.274317821609525,1.85188804841837,-0.595516057767925,1.16637938834896,-1.98889710513924,0.082375325860386,-0.0160869872733025,0.0348925136746275,-0.0411176190721697,8.30118842807676e-05
0.02,0.636745242293879,0.491243392835449,-0.644373614380438,-0.0165002539361164,-0.012714496912253,1,-0.269953468252201,1.68458553539334,-0.195364084721157,1.52675999931566,-1.74514540580934,0.354490918320122,-0.0820274333287817,0.0155428866768825,-0.0598036484351279,0
