t,x1,x2,x3,u1,u2,sequence
0.036,0.0672611773751989,0.797304690623723,-0.665980808569269,-0,-0,0
0.037,0.0604357624885617,0.906674500983467,-0.196672274867074,-0,-0,0
0.038,0.0547285419039251,0.815189522181408,0.27678526439424,-0,-0,0
0.039,0.0498926609126347,0.558296919733008,0.653742608973104,-0,-0,1
0.04,0.0454767666734138,0.203654784038432,0.862045963771374,-0.0330474758748279,0.054738143444372,0
0.041,-0.273090726113087,0.255774204512051,0.988666058225311,0,0,0
0.042,-0.247061456842774,-0.171782236538224,1.01013586441827,0,0,0
0.043,-0.223927813640217,-0.528791511601121,0.815962563811985,0,0,0
0.044,-0.203093230167491,-0.745277411185958,0.464505633109592,0,0,1
0.045,-0.183989520943865,-0.786614739446115,0.0427728633782869,0.032972275524313,0.00740786726630404,0
0.046,0.147413478246132,-0.600981681156785,-0.338354250942055,0,0,0
0.047,0.133647268097076,-0.359857399443284,-0.601814062465611,0,0,0
0.048,0.121087526380663,-0.0617617200782485,-0.716680987282929,0,0,0
0.049,0.10949489505686,0.225580613512708,-0.670496776236002,0,0,1
0.05,0.0988487772135076,0.442142324582981,-0.485926787927519,-0.00530961027882423,-0.0352638339722479,0
0.051,0.0387543147934174,0.276190723648845,-0.28890026100531,-0,-0,0
0.052,0.0349937299504042,0.336479928020729,-0.120076632341548,-0,-0,0
0.053,0.0316528631679809,0.320656766354711,0.0606900753145605,-0,-0,0
0.054,0.0286855922342549,0.238160193740613,0.214145085353376,-0,-0,1
0.055,0.0260087350243876,0.111800511942525,0.309959195553616,-0.0136595226757716,0.0207773951958467,0
0.056,-0.106404963638693,0.131842902432215,0.377081112081572,0,0,0
0.057,-0.0962589835081996,-0.0375984937759364,0.40236386053983,0,0,0
0.058,-0.0871478608462504,-0.185530468205052,0.340392048220227,0,0,0
0.059,-0.0789299249395691,-0.282335002654645,0.211268971449335,0,0,1
0.06,-0.0714631020647947,-0.311591797420671,0.0477159751553187,0.0121871533645879,0.00438606689331796,0
0.061,0.0513228958235705,-0.238731075574005,-0.103441283203295,0,0,0
0.062,0.0464749066808372,-0.154881953849316,-0.211430268108759,0,0,0
0.063,0.0420795738992452,-0.0449216031441845,-0.265987570858912,0,0,0
0.064,0.0380714670133629,0.0657638282062576,-0.259826102168598,0,0,1
0.065,0.0344188932585205,0.153664839542733,-0.199106385498485,-0.00100794600626789,-0.0140399169232962,0
0.066,0.0215280902276155,0.0938841745446144,-0.131217042771403,-0,-0,0
0.067,0.0194664721159894,0.127085922944165,-0.0702834481468451,-0,-0,0
0.068,0.0176088568839188,0.130707268944644,0.00066914163797824,-0,-0,0
0.069,0.015937797630151,0.106346262658921,0.0658069582855406,-0,-0,1
0.07,0.0144297499813807,0.0614017256801504,0.111794271277627,-0.00584133417896531,0.00728163317519152,0
0.071,-0.0425217006792504,0.0631068818989003,0.146062825476558,0,0,0
0.0720000000000001,-0.0384701794180747,-0.00475323864912939,0.161859469016037,0,0,0
0.0730000000000001,-0.0348156905716239,-0.0661810538025672,0.142103119993842,0,0,0
0.0740000000000001,-0.0315145908608615,-0.108677190953643,0.0938217019686458,0,0,1
0.0750000000000001,-0.0285239035574071,-0.124752208910239,0.0295243647441703,0.00457676038734679,0.0025228775895783,0
0.0760000000000001,0.0177442607854364,-0.0936887102729907,-0.0304664004468065,0,0,0
0.0770000000000001,0.0160604880660885,-0.0646832034175014,-0.0739349796439836,0,0,0
0.0780000000000001,0.0145365369361372,-0.0242926110346029,-0.0982635434439042,0,0,0
0.0790000000000001,0.0131534898029831,0.0180152454700425,-0.0998280239221416,0,0,1
0.0800000000000001,0.0118979957789677,0.0531234108016966,-0.0801171058788192,-2.8022177653636e-05,-0.00564327725365817,0
0.0810000000000001,0.0104957735773614,0.0307210982114458,-0.0571312535241022,-0,-0,0
0.0820000000000001,0.00949486341548895,0.0470493570882584,-0.035667708060509,-0,-0,0
0.0830000000000001,0.0085900485221197,0.0521038867084095,-0.00836350136581802,-0,-0,0
0.0840000000000001,0.00777289877119493,0.0457152364192175,0.0185295324302615,-0,-0,1
0.0850000000000001,0.00703448680171811,0.0301519180696907,0.0393465553849785,-0.00243344379507715,0.00255054367843185,0
0.0860000000000001,-0.0167905717079561,0.0290822279741777,0.0556423833663984,0,0,0
0.0870000000000001,-0.0151916707881241,0.0023002070106075,0.0641750871529147,0,0,0
0.0880000000000001,-0.0137467512871275,-0.0228278317375736,0.058429548633665,0,0,0
0.0890000000000001,-0.0124404309481342,-0.0411105345178256,0.0407646111522685,0,0,1
0.0900000000000001,-0.0112580493107733,-0.0492218392566248,0.0158757504799802,0.00169328253384358,0.0012788461304733,0
0.0910000000000001,0.00592681488662164,-0.0364105282848991,-0.00763912614660891,0,0,0
0.0920000000000001,0.00536340591715667,-0.0267554589956963,-0.0249838319529689,0,0,0
0.0930000000000001,0.00485369180184292,-0.0122038359299294,-0.0356485400880654,0,0,0
0.0940000000000001,0.00439197209219649,0.00376985210665429,-0.037907881395039,0,0,1
0.0950000000000001,0.00397357690417544,0.0176676443191302,-0.0319552414363869,0.000139949114691978,-0.00224676532888026,0
0.0960000000000001,0.00492679293660809,0.00941299211882697,-0.0245350306406254,0,0,0
0.0970000000000001,0.00445762243304067,0.0171221695191541,-0.0172034552874447,0,0,0
0.0980000000000001,0.0040331612176237,0.0205873692250229,-0.00681327693263871,0,0,0
0.0990000000000001,0.0036493267981991,0.0194137746895822,0.00418964116613119,0,0,1
