t,x1,x2,x3,u1,u2,sequence
0,0,0,0,0,0,1
0.001,0,0,0,0,0,1
0.002,0,0,0,0,0,1
0.003,0,0,0,0,0,1
0.004,0,0,-10,0,0,1
0.005,-0.0218260576519842,3.84949935007337,-8.92586606386814,-0.269083128465269,0.0614441516785229,1
0.006,-2.62771160648976,7.04100311522556,-5.91434829818741,-0.112857952438482,-0.704307924934188,1
0.007,-3.47691029148365,2.58596374951485,-3.27931509206533,0.113571422763071,-0.278198926694852,1
0.008,-2.07128961800486,1.2235829623096,-2.23530351466932,0.0994271407210434,-0.1461853740057,1
0.009,-0.930220579771467,0.730631494921572,-1.69922410340856,0.024673623333963,-0.0522810393211467,1
0.01,-0.608257618708953,0.846604086643925,-1.2646524143805,0.00384355920600205,-0.071164304350782,1
0.011,-0.514702873585477,0.628947280901171,-0.859370075314969,0.00579823117562834,-0.0570548935482515,1
0.012,-0.410972160485239,0.404251133172098,-0.575875363364173,0.010591682306319,-0.0395703855529859,1
0.013,-0.271252196556988,0.246603804819077,-0.397360893889468,0.00738812502406896,-0.0232634107358667,1
0.014,-0.175214444497105,0.174927678162193,-0.281632110684866,0.0041108425718032,-0.0158064288326596,1
0.015,-0.119462901758485,0.129362600440651,-0.198069360886782,0.0022627128436157,-0.0116313424337113,1
0.016,-0.0865833844834979,0.092190743225553,-0.137243662695264,0.0017710683710137,-0.0084832490206082,1
0.017,-0.0615003048741765,0.0627027598341568,-0.0947327879187285,0.00138541242763085,-0.00583411147639929,1
0.018,-0.0424687145990964,0.0426872040826168,-0.0658083068907072,0.000984746473379205,-0.00394759754594272,1
0.019,-0.0290585157362126,0.0297541751668555,-0.0459235615852053,0.000643845199302564,-0.00272817359311377,1
0.02,-0.0201673752413789,0.0209406190251539,-0.0320072682373707,0.000433767926954755,-0.00191866450023509,1
0.021,-0.0141209049116824,0.014628062570667,-0.0222437834571842,0.000306087929918051,-0.00134605823976659,1
0.022,-0.00986458058239834,0.0101298131056424,-0.0154482424273772,0.000218241340052422,-0.000934016583663306,1
0.023,-0.00684913024321721,0.00701752840699781,-0.0107416340047741,0.000152139638722792,-0.000646335315303161,1
0.024,-0.00474961178505793,0.00488226409838202,-0.00747528287259066,0.000104655286049495,-0.000448922122037636,1
0.025,-0.00330173004424638,0.00340328073801108,-0.00520097112547811,7.23249149409861e-05,-0.000312909330998206,1
0.026,-0.00229928100776623,0.00236870825597281,-0.00361662618889411,5.04496645025807e-05,-0.000217952810990279,1
0.027,-0.00160039055897722,0.00164609948646328,-0.00251461924127643,3.5245936771054e-05,-0.000151524954791575,1
0.028,-0.00111268725842561,0.00114395752459014,-0.00174878878446914,2.45240629790161e-05,-0.000105277845252024,1
0.029,-0.000773425410003349,0.000795665142765275,-0.00121638732719064,1.70203964387176e-05,-7.3202892467301e-05,1
0.03,-0.000537854566781341,0.000553597890487958,-0.000846031194937811,1.18233254033123e-05,-5.09311915025199e-05,1
0.031,-0.000374157508673682,0.000385070958346165,-0.000588378615164654,8.22752642898535e-06,-3.54319016721345e-05,1
0.032,-0.000260256636164405,0.000267767319208632,-0.000409183238366711,5.72685947984447e-06,-2.46401238926503e-05,1
0.033,-0.00018099176009449,0.0001861999543241,-0.0002845752865835,3.98324792921702e-06,-1.71335140016026e-05,1
